licence_group,date,rating,count,value,country,refused
1,2008-01-02,ML10,1,3540,Italy,0
2,2008-01-02,ML7,1,3600,"United Arab Emirates",0
3,2008-01-02,ML10,1,2513,Philippines,0
4,2008-01-02,ML10,1,90720,"United States of America",0
5,2008-01-02,ML10,1,95000,"Korea, South",0
6,2008-01-02,ML7,1,14720,Austria,0
7,2008-01-02,ML7,1,3000,Germany,0
8,2008-01-02,5A002,1,10750000,"Hong Kong Special Administrative Region",0
9,2008-01-02,ML2,1,2160,Sweden,0
10,2008-01-02,3C003,1,586733,Taiwan,0
11,2008-01-03,2B006,1,6221,Israel,0
12,2008-01-03,ML9,1,6215,Israel,0
13,2008-01-03,ML4,1,390,Indonesia,0
13,2008-01-03,ML10,1,94050,Indonesia,0
14,2008-01-03,PL9009,1,8000000,Iran,0
15,2008-01-03,5A002,1,293260,Egypt,0
15,2008-01-03,5D002,1,41610,Egypt,0
16,2008-01-03,ML1,1,5103437,"United States of America",0
16,2008-01-03,ML10,1,771,"United States of America",0
17,2008-01-03,ML7,1,18842,Finland,0
17,2008-01-03,ML22,1,78,Finland,0
17,2008-01-03,PL5017,1,0,Finland,0
18,2008-01-03,ML11,1,1351,India,0
19,2008-01-03,ML21,1,6400,Macedonia,0
21,2008-01-03,6A005,1,90000,China,0
22,2008-01-03,ML10,1,15228,Italy,0
23,2008-01-03,"HR AIII",1,1584500,Italy,0
24,2008-01-03,ML6,1,3639,Taiwan,0
25,2008-01-03,5A002,1,19000,Russia,0
25,2008-01-03,5D002,1,0,Russia,0
25,2008-01-03,5E002,1,0,Russia,0
26,2008-01-04,ML10,1,812,Turkey,0
27,2008-01-04,1C010,1,13485,"South Africa",0
28,2008-01-04,9B001,1,10000,India,0
29,2008-01-04,ML11,1,5000,India,0
30,2008-01-04,ML6,1,200000,Jordan,0
31,2008-01-04,ML1,1,3294,"Channel Islands",0
32,2008-01-04,ML10,1,1078,France,0
33,2008-01-04,ML10,1,7575,Sweden,0
34,2008-01-04,ML2,1,233673,"United States of America",0
34,2008-01-04,ML16,1,63498,"United States of America",0
36,2008-01-04,6A002,1,16000,China,0
37,2008-01-04,ML13,1,3720,"Hong Kong Special Administrative Region",0
38,2008-01-04,ML5,1,255000,Colombia,0
39,2008-01-04,PL5017,1,4100,Greece,0
40,2008-01-04,ML4,1,37804,Germany,0
41,2008-01-04,ML1,1,1400,"New Zealand",0
42,2008-01-04,3C003,1,1224487,Taiwan,0
43,2008-01-07,PL8001,1,5500,Canada,0
44,2008-01-07,ML11,1,1696,Israel,0
45,2008-01-07,2B352,1,3846,Singapore,0
46,2008-01-07,2B350,1,430,Indonesia,0
47,2008-01-07,ML5,1,40305,"Korea, South",0
48,2008-01-07,ML5,1,7884,"South Africa",0
49,2008-01-07,1C010,1,2600000,Malaysia,0
50,2008-01-07,ML5,2,2985,Sweden,0
51,2008-01-07,2B350,1,318,China,0
51,2008-01-07,7A103,1,12465,China,0
52,2008-01-07,"End Use",1,,Syria,1
53,2008-01-07,ML1,1,575,Romania,0
53,2008-01-07,ML10,1,289,Romania,0
54,2008-01-07,ML10,1,12397,Taiwan,0
55,2008-01-07,ML6,1,21700,"Guinea, Republic of",0
56,2008-01-08,5A002,1,3900,Canada,0
56,2008-01-08,PL8001,1,0,Canada,0
57,2008-01-08,PL5001,1,77013,Libya,0
58,2008-01-08,5A002,1,3839000,Egypt,0
59,2008-01-08,ML10,1,1384,"United States of America",0
60,2008-01-08,ML5,2,25500,India,0
61,2008-01-08,ML13,1,39038,Chile,0
62,2008-01-08,ML18,1,60000,Belgium,0
62,2008-01-08,ML22,1,100,Belgium,0
63,2008-01-08,ML11,1,3518,Thailand,0
64,2008-01-08,ML1,1,11000,Russia,0
64,2008-01-08,ML3,1,1092,Russia,0
65,2008-01-09,6A001,1,624200,Brazil,0
66,2008-01-09,ML10,1,981,Italy,0
67,2008-01-09,ML11,1,26995,"Czech Republic",0
68,2008-01-09,ML7,1,352500,Singapore,0
68,2008-01-09,ML11,1,142500,Singapore,0
69,2008-01-09,ML5,1,16903,India,0
69,2008-01-09,ML10,2,69233,India,0
69,2008-01-09,ML22,1,157697,India,0
70,2008-01-09,1C350,1,9110,Jordan,0
71,2008-01-09,ML1,1,500,"Channel Islands",0
72,2008-01-09,5A002,1,1600000,"American Samoa",0
72,2008-01-09,5D002,1,400,"American Samoa",0
73,2008-01-09,ML5,1,130500,"United States of America",0
73,2008-01-09,ML10,1,485,"United States of America",0
74,2008-01-09,ML6,1,2599,Germany,0
75,2008-01-09,ML13,1,23820,Colombia,0
76,2008-01-09,1C350,1,25,Kenya,0
77,2008-01-09,7A101,1,614,"United Arab Emirates",0
78,2008-01-09,ML8,1,112165,Japan,0
82,2008-01-09,5A001,1,175000,Norway,0
83,2008-01-09,ML1,1,100,Norway,0
84,2008-01-09,1C350,1,175050,Russia,0
85,2008-01-09,ML7,1,2025,Thailand,0
86,2008-01-10,ML10,1,10000,Canada,0
87,2008-01-10,ML4,1,19000,Afghanistan,0
88,2008-01-10,ML4,1,772616,Italy,0
89,2008-01-10,ML7,1,8000,Italy,0
90,2008-01-10,ML3,1,1809,"Czech Republic",0
90,2008-01-10,ML11,1,44000,"Czech Republic",0
90,2008-01-10,PL5006,1,0,"Czech Republic",0
91,2008-01-10,ML4,1,46230,Kuwait,0
92,2008-01-10,ML5,1,8000,France,0
93,2008-01-10,ML21,1,790400,Slovakia,0
94,2008-01-10,ML8,1,62,Ireland,0
94,2008-01-10,ML22,1,12600,Ireland,0
95,2008-01-10,ML6,1,1125000,Nigeria,0
96,2008-01-10,5A002,2,7116,Israel,0
96,2008-01-10,5D002,1,4996,Israel,0
97,2008-01-10,ML4,1,500400,Australia,0
98,2008-01-10,ML22,1,202000,Algeria,0
99,2008-01-10,ML10,1,1430,Singapore,0
99,2008-01-10,ML11,1,37635,Singapore,0
100,2008-01-10,ML1,1,74000,"United States of America",0
100,2008-01-10,ML10,4,124318,"United States of America",0
100,2008-01-10,ML11,2,103452,"United States of America",0
100,2008-01-10,ML21,1,4000,"United States of America",0
101,2008-01-10,ML10,1,23510,China,0
102,2008-01-10,PL5006,1,540,China,0
103,2008-01-10,ML10,1,3136,Denmark,0
104,2008-01-10,ML4,1,107900,Germany,0
104,2008-01-10,ML11,1,111180,Germany,0
104,2008-01-10,ML22,1,8080,Germany,0
104,2008-01-10,PL5017,1,61518,Germany,0
105,2008-01-10,ML3,1,135,Germany,0
105,2008-01-10,ML4,2,369480,Germany,0
105,2008-01-10,ML11,2,4412,Germany,0
106,2008-01-10,ML4,1,1720,Spain,0
106,2008-01-10,ML10,4,30045,Spain,0
106,2008-01-10,ML11,2,32949,Spain,0
107,2008-01-10,ML4,1,60,Netherlands,0
107,2008-01-10,ML22,1,50080,Netherlands,0
107,2008-01-10,PL5006,1,301,Netherlands,0
108,2008-01-10,ML4,1,1390,Oman,0
109,2008-01-10,ML11,1,3040,Turkey,0
110,2008-01-10,ML11,1,1674,"Saudi Arabia",0
111,2008-01-10,ML5,1,1540,Sweden,0
111,2008-01-10,ML10,1,17256,Sweden,0
112,2008-01-10,ML2,1,5588,Sweden,0
112,2008-01-10,ML11,1,300,Sweden,0
112,2008-01-10,ML15,1,4000,Sweden,0
112,2008-01-10,ML21,1,50,Sweden,0
113,2008-01-10,ML18,1,40937,Vietnam,0
113,2008-01-10,ML21,1,800,Vietnam,0
113,2008-01-10,ML22,1,10,Vietnam,0
113,2008-01-10,PL5017,1,0,Vietnam,0
114,2008-01-10,ML1,1,7500,Switzerland,0
114,2008-01-10,ML16,1,3000,Switzerland,0
115,2008-01-10,ML1,2,2100,"New Zealand",0
115,2008-01-10,ML6,1,232065,"New Zealand",0
116,2008-01-10,ML1,1,36600,Russia,0
117,2008-01-10,ML4,1,60456,"South Africa",0
118,2008-01-10,PL8001,1,4263,"United Arab Emirates",0
119,2008-01-10,ML10,1,22606,"United Arab Emirates",0
120,2008-01-10,ML5,1,7300,India,0
120,2008-01-10,ML11,1,200,India,0
121,2008-01-10,ML5,1,18920,"Korea, South",0
121,2008-01-10,ML6,1,1625,"Korea, South",0
121,2008-01-10,ML15,1,34212,"Korea, South",0
122,2008-01-10,ML10,1,648,Austria,0
123,2008-01-10,ML2,1,159408,Greece,0
124,2008-01-10,2B350,1,3763,Taiwan,0
124,2008-01-10,3C003,1,1811223,Taiwan,0
125,2008-01-10,ML1,1,3500,Taiwan,0
126,2008-01-11,1C450,1,1958,Brazil,0
127,2008-01-11,ML5,1,20500,Brazil,0
128,2008-01-11,ML10,1,3900,Canada,0
129,2008-01-11,ML21,1,3400,Italy,0
130,2008-01-11,ML2,1,16293,Pakistan,0
131,2008-01-11,ML1,1,800000,"United States of America",0
131,2008-01-11,ML6,1,1750,"United States of America",0
131,2008-01-11,ML10,1,50000,"United States of America",0
132,2008-01-11,1A004,1,103,Turkey,0
132,2008-01-11,ML7,1,101,Turkey,0
133,2008-01-11,ML1,1,150000,Turkey,0
133,2008-01-11,ML2,1,191706,Turkey,0
134,2008-01-11,1A004,1,2850,Singapore,0
135,2008-01-11,ML4,1,200,Singapore,0
135,2008-01-11,ML22,1,1,Singapore,0
136,2008-01-11,PL8001,1,593014,Lebanon,0
137,2008-01-11,7B001,1,16545,"Korea, South",0
138,2008-01-11,ML21,1,1000,France,0
138,2008-01-11,ML22,1,1000,France,0
139,2008-01-11,ML3,1,5760,"Trinidad and Tobago",0
140,2008-01-11,ML4,1,940,Germany,0
140,2008-01-11,ML7,1,302000,Germany,0
141,2008-01-11,5A002,1,90000,Uganda,0
142,2008-01-11,6A001,1,92575,Japan,0
143,2008-01-11,ML18,1,13322,Belgium,0
144,2008-01-11,6A002,1,2400,China,0
145,2008-01-11,ML1,1,100,"New Zealand",0
146,2008-01-11,5A002,1,220000,Nigeria,0
147,2008-01-14,ML11,1,56875,Israel,0
148,2008-01-14,5A002,1,5421,Israel,0
148,2008-01-14,5D002,1,5422,Israel,0
149,2008-01-14,ML1,1,54000,Australia,0
150,2008-01-14,ML5,1,19370,Italy,0
151,2008-01-14,2B352,1,14028,Singapore,0
152,2008-01-14,ML5,2,7684,Singapore,0
153,2008-01-14,ML11,1,133200,Egypt,0
153,2008-01-14,ML21,1,3750,Egypt,0
154,2008-01-14,ML5,1,0,Oman,0
154,2008-01-14,ML10,1,5395000,Oman,0
154,2008-01-14,ML15,1,30000,Oman,0
154,2008-01-14,ML17,1,50000,Oman,0
154,2008-01-14,ML21,1,200,Oman,0
154,2008-01-14,ML22,1,1000,Oman,0
155,2008-01-14,ML1,1,300000,Jordan,0
156,2008-01-14,ML5,1,1600,India,0
157,2008-01-14,4A003,1,1394,"Korea, South",0
157,2008-01-14,5A002,1,1550000,"Korea, South",0
157,2008-01-14,5D002,1,25000,"Korea, South",0
158,2008-01-14,ML3,1,22500,"Korea, South",0
159,2008-01-14,0E001,1,13500,"South Africa",0
159,2008-01-14,6A001,1,215000,"South Africa",0
160,2008-01-14,ML3,1,30000,"United Kingdom",0
161,2008-01-14,ML4,1,12000000,Malaysia,0
161,2008-01-14,ML10,1,2345,Malaysia,0
162,2008-01-14,ML5,1,185220,Sweden,0
162,2008-01-14,ML10,1,66228,Sweden,0
163,2008-01-14,ML1,1,300,Sweden,0
164,2008-01-14,ML7,1,6000,Netherlands,0
164,2008-01-14,ML14,1,24011,Netherlands,0
165,2008-01-14,ML2,1,26705,Germany,0
165,2008-01-14,ML11,1,5584,Germany,0
166,2008-01-14,ML10,1,8599,Thailand,0
167,2008-01-14,5D002,1,3000,China,0
168,2008-01-14,ML1,1,500,"New Zealand",0
169,2008-01-14,ML11,1,328868,Norway,0
170,2008-01-14,ML6,1,450000,Nigeria,0
171,2008-01-14,ML10,1,3465,"United States of America",0
172,2008-01-14,ML1,2,540000,"United States of America",0
172,2008-01-14,ML6,1,49302,"United States of America",0
172,2008-01-14,ML10,2,6882,"United States of America",0
172,2008-01-14,ML11,1,21000,"United States of America",0
173,2008-01-15,5A002,1,2110900,Bahrain,0
173,2008-01-15,5D002,1,1100000,Bahrain,0
174,2008-01-15,ML11,1,250000,Brunei,0
175,2008-01-15,ML5,1,30000,Israel,0
176,2008-01-15,ML15,1,5171,Netherlands,0
177,2008-01-15,ML1,1,3300,Italy,0
178,2008-01-15,2B350,1,12948,Singapore,0
179,2008-01-15,2B350,1,1157,Singapore,0
179,2008-01-15,6A003,1,32000,Singapore,0
179,2008-01-15,7A103,1,115000,Singapore,0
180,2008-01-15,ML5,1,696,Singapore,0
180,2008-01-15,ML11,1,5100,Singapore,0
181,2008-01-15,2B350,1,1119,"South Africa",0
181,2008-01-15,2B352,2,3920,"South Africa",0
182,2008-01-15,PL8001,1,36215,"United States of America",0
183,2008-01-15,ML10,3,13010,"United States of America",0
183,2008-01-15,ML11,1,2275,"United States of America",0
184,2008-01-15,2B350,1,8210,"Saudi Arabia",0
185,2008-01-15,ML6,1,200000,France,0
185,2008-01-15,ML15,1,1724,France,0
186,2008-01-15,PL8001,1,4000,Bahamas,0
187,2008-01-15,5A002,1,750000,"Hong Kong Special Administrative Region",0
187,2008-01-15,5D002,1,3000,"Hong Kong Special Administrative Region",0
188,2008-01-15,ML13,1,9000,Nigeria,0
189,2008-01-15,5A002,1,1032,Somalia,0
190,2008-01-16,ML13,1,149100,Canada,0
191,2008-01-16,2B350,1,11045,Turkey,0
191,2008-01-16,PL8001,1,7650,Turkey,0
192,2008-01-16,ML1,2,6981,Italy,0
193,2008-01-16,ML1,1,62500,"United States of America",0
193,2008-01-16,ML6,1,25000,"United States of America",0
193,2008-01-16,ML10,1,3279,"United States of America",0
194,2008-01-16,ML4,1,69432,Lithuania,0
195,2008-01-16,PL5001,1,3778,Malta,0
196,2008-01-16,ML10,1,29340,France,0
197,2008-01-16,1C350,1,5037,Ethiopia,0
198,2008-01-16,ML10,1,3185,Ethiopia,0
199,2008-01-16,ML6,1,4500,Tanzania,0
200,2008-01-16,PL5006,1,878,Australia,0
201,2008-01-16,ML10,1,500,Singapore,0
202,2008-01-16,5A002,1,1600000,Iceland,0
202,2008-01-16,5D002,1,400,Iceland,0
203,2008-01-16,ML1,2,9316,"Channel Islands",0
203,2008-01-16,ML3,1,1000,"Channel Islands",0
204,2008-01-16,ML2,1,20000,Jordan,0
204,2008-01-16,ML3,1,80000,Jordan,0
204,2008-01-16,ML4,1,170000,Jordan,0
205,2008-01-16,ML13,1,3825,Chile,0
206,2008-01-16,2B350,1,33108,China,0
206,2008-01-16,5A002,1,800000,China,0
206,2008-01-16,9B001,1,4125350,China,0
207,2008-01-16,ML10,1,6000,China,0
207,2008-01-16,ML11,1,875,China,0
207,2008-01-16,PL5017,1,2000,China,0
208,2008-01-16,1C350,1,383,"Sierra Leone",0
209,2008-01-16,ML1,1,160,Netherlands,0
209,2008-01-16,ML7,1,280000,Netherlands,0
210,2008-01-16,ML1,1,2850,Poland,0
210,2008-01-16,ML7,1,212021,Poland,0
211,2008-01-16,ML1,1,300,Sweden,0
212,2008-01-16,ML3,1,10000,Latvia,0
213,2008-01-16,2B352,1,20000,Croatia,0
214,2008-01-16,ML7,1,122000,Switzerland,0
214,2008-01-16,PL5017,1,2000,Switzerland,0
215,2008-01-16,3C003,1,3630,Russia,0
216,2008-01-16,6A003,1,10815,"South Africa",0
217,2008-01-16,ML5,2,60700,India,0
217,2008-01-16,ML10,5,443376,India,0
217,2008-01-16,ML11,1,41400,India,0
217,2008-01-16,ML14,1,38484,India,0
218,2008-01-16,5A002,2,2002163,"Hong Kong Special Administrative Region",0
219,2008-01-16,ML13,1,1480,"Hong Kong Special Administrative Region",0
220,2008-01-16,1C111,1,6,Taiwan,0
221,2008-01-17,ML9,1,1860,Brazil,0
222,2008-01-17,ML10,1,1980,Italy,0
223,2008-01-17,ML11,1,7200,France,0
224,2008-01-17,0C002,1,1,France,0
225,2008-01-17,2B352,1,3903,Argentina,0
226,2008-01-17,ML1,1,11000,Argentina,0
227,2008-01-17,ML3,1,500,Bahrain,0
228,2008-01-17,1C232,1,31280,Israel,0
228,2008-01-17,4A003,1,3000,Israel,0
229,2008-01-17,ML10,1,3395,Australia,0
230,2008-01-17,"End Use",1,75496,Iran,0
231,2008-01-17,6A003,1,3850,Singapore,0
232,2008-01-17,ML1,1,2713,"United States of America",0
232,2008-01-17,ML11,1,39520,"United States of America",0
232,2008-01-17,ML21,1,240000,"United States of America",0
232,2008-01-17,ML22,1,1000,"United States of America",0
232,2008-01-17,PL5006,1,1200000,"United States of America",0
233,2008-01-17,5A002,1,3579838,China,0
233,2008-01-17,5D002,1,12500,China,0
233,2008-01-17,6A006,1,75,China,0
233,2008-01-17,7A101,1,300,China,0
234,2008-01-17,ML10,1,6000,Belgium,0
235,2008-01-17,ML15,1,41600,Germany,0
236,2008-01-17,ML10,1,600000,Kazakhstan,0
237,2008-01-17,ML1,1,81340,Ukraine,0
238,2008-01-17,ML13,1,4160,Liberia,0
239,2008-01-17,PL8001,1,3555,Oman,0
240,2008-01-17,5D002,1,3600,Indonesia,0
241,2008-01-17,1C350,1,587,"Saudi Arabia",0
241,2008-01-17,2B350,1,1535,"Saudi Arabia",0
242,2008-01-17,ML10,1,12425,"Saudi Arabia",0
242,2008-01-17,ML11,1,152877,"Saudi Arabia",0
242,2008-01-17,ML13,1,32910,"Saudi Arabia",0
243,2008-01-17,5A002,1,43725,Morocco,0
244,2008-01-17,ML11,1,5180,Thailand,0
245,2008-01-17,2B001,1,129736,Russia,0
245,2008-01-17,2D001,1,2842,Russia,0
246,2008-01-17,ML1,1,37200,Russia,0
247,2008-01-17,2B350,2,9645,"South Africa",0
247,2008-01-17,5A002,1,99100,"South Africa",0
248,2008-01-17,ML15,1,1784,"South Africa",0
249,2008-01-17,2B350,1,296,Egypt,0
250,2008-01-17,ML5,1,53399,Egypt,0
251,2008-01-17,ML10,1,2053,India,0
251,2008-01-17,ML11,1,101168,India,0
252,2008-01-17,6A003,1,126400,"Korea, South",0
253,2008-01-17,ML5,1,1172,"Korea, South",0
253,2008-01-17,ML9,1,310000,"Korea, South",0
254,2008-01-17,ML17,1,1020,Malaysia,0
255,2008-01-17,5A002,1,800000,"Hong Kong Special Administrative Region",0
255,2008-01-17,5D002,1,25000,"Hong Kong Special Administrative Region",0
256,2008-01-17,3B001,1,4262292,Taiwan,0
258,2008-01-18,2B350,1,4973,Turkey,0
259,2008-01-18,1C350,1,1575,Kuwait,0
260,2008-01-18,ML1,1,800,"San Marino",0
261,2008-01-18,ML9,1,24064,France,0
262,2008-01-18,ML5,1,641810,France,0
262,2008-01-18,ML10,3,20772,France,0
262,2008-01-18,ML15,1,3672,France,0
263,2008-01-18,7A103,1,5000,Nigeria,0
264,2008-01-18,2B350,1,6678,Ghana,0
265,2008-01-18,ML4,1,181102,Israel,0
265,2008-01-18,ML11,1,6783,Israel,0
266,2008-01-18,5A002,2,9779,Israel,0
267,2008-01-18,ML3,1,11900,Australia,0
268,2008-01-18,2B352,1,916,Singapore,0
268,2008-01-18,5A002,1,6600,Singapore,0
269,2008-01-18,ML5,1,540,Singapore,0
269,2008-01-18,ML10,1,15000000,Singapore,0
270,2008-01-18,ML1,1,320,"Channel Islands",0
271,2008-01-18,ML13,1,27830,Slovenia,0
272,2008-01-18,ML11,1,3690,"United States of America",0
272,2008-01-18,ML21,1,30000,"United States of America",0
272,2008-01-18,PL5006,1,150000,"United States of America",0
273,2008-01-18,ML10,1,3491,Jordan,0
274,2008-01-18,ML16,1,11838,Germany,0
275,2008-01-18,ML5,1,2549,Germany,0
275,2008-01-18,ML7,1,10,Germany,0
276,2008-01-18,ML16,1,691700,Spain,0
277,2008-01-18,ML1,3,83427,Ukraine,0
278,2008-01-18,ML3,1,9393,Liberia,0
279,2008-01-18,ML1,1,250,Finland,0
280,2008-01-18,ML10,1,36240,Indonesia,0
282,2008-01-18,ML7,1,122000,Sweden,0
282,2008-01-18,PL5017,1,2000,Sweden,0
283,2008-01-18,ML1,1,558000,Switzerland,0
283,2008-01-18,ML13,1,6997,Switzerland,0
284,2008-01-18,6A003,1,8400,Russia,0
285,2008-01-18,ML10,1,90823,Romania,0
286,2008-01-18,5A002,1,14637,Angola,0
287,2008-01-18,ML6,1,3500,Angola,0
288,2008-01-18,ML1,1,15590,Portugal,0
288,2008-01-18,ML2,1,1708,Portugal,0
289,2008-01-18,ML11,1,93195,"South Africa",0
289,2008-01-18,ML15,1,7445,"South Africa",0
290,2008-01-18,2B350,1,500,"United Arab Emirates",0
290,2008-01-18,5A002,1,65000,"United Arab Emirates",0
290,2008-01-18,5D002,1,0,"United Arab Emirates",0
290,2008-01-18,7A103,1,12000,"United Arab Emirates",0
291,2008-01-18,2B001,1,280000,India,0
291,2008-01-18,2D002,1,0,India,0
291,2008-01-18,7A103,1,14000,India,0
292,2008-01-18,ML9,1,200000,India,0
292,2008-01-18,ML10,2,46938,India,0
293,2008-01-18,ML5,1,2970,"Korea, South",0
293,2008-01-18,ML11,1,842,"Korea, South",0
294,2008-01-18,ML7,1,77700,"Sri Lanka",0
295,2008-01-18,ML18,1,6450,Japan,0
296,2008-01-18,5A002,1,2775000,Taiwan,0
296,2008-01-18,5D002,1,25000,Taiwan,0
297,2008-01-21,ML5,1,145000,Turkey,0
297,2008-01-21,ML6,1,820,Turkey,0
298,2008-01-21,ML1,1,111765,Qatar,0
298,2008-01-21,ML22,1,0,Qatar,0
298,2008-01-21,PL5017,1,0,Qatar,0
299,2008-01-21,ML10,1,8100,Italy,0
300,2008-01-21,ML5,1,280000,France,0
301,2008-01-21,ML1,1,825,Netherlands,0
302,2008-01-21,ML13,1,3600,Somalia,0
303,2008-01-21,PL8001,1,3941,Nigeria,0
304,2008-01-21,5A002,1,900,Israel,0
305,2008-01-21,ML4,1,12653,Israel,0
305,2008-01-21,ML10,1,1238,Israel,0
305,2008-01-21,ML17,1,0,Israel,0
305,2008-01-21,ML22,1,0,Israel,0
305,2008-01-21,PL5017,1,603,Israel,0
306,2008-01-21,ML22,1,100,Australia,0
307,2008-01-21,IRN,1,8124,Iran,0
308,2008-01-21,5A002,2,3100000,Singapore,0
308,2008-01-21,5D002,2,50000,Singapore,0
308,2008-01-21,6A003,1,6500,Singapore,0
308,2008-01-21,7A103,1,14100,Singapore,0
309,2008-01-21,ML6,1,1000000,Singapore,0
309,2008-01-21,ML11,1,15000,Singapore,0
310,2008-01-21,ML1,2,3815,"Channel Islands",0
310,2008-01-21,ML3,1,44,"Channel Islands",0
311,2008-01-21,ML1,1,500,Germany,0
312,2008-01-21,2B350,1,22784,China,0
312,2008-01-21,5A002,1,49775000,China,0
312,2008-01-21,5B002,1,750000,China,0
312,2008-01-21,5D002,1,3000,China,0
312,2008-01-21,6A003,1,240000,China,0
313,2008-01-21,ML5,1,114139,China,0
316,2008-01-21,ML6,1,77500,Iraq,0
317,2008-01-21,ML21,1,10,Georgia,0
317,2008-01-21,ML22,1,0,Georgia,0
318,2008-01-21,5A002,1,257700,Oman,0
319,2008-01-21,3A101,1,121500,Indonesia,0
320,2008-01-21,ML5,2,192691,Sweden,0
321,2008-01-21,1C350,1,10586,Thailand,0
322,2008-01-21,6A003,1,8400,Russia,0
323,2008-01-21,3A001,1,4218,"South Africa",0
323,2008-01-21,5A002,1,175000,"South Africa",0
323,2008-01-21,5D002,1,2250,"South Africa",0
324,2008-01-21,5A002,1,49682500,"United Arab Emirates",0
324,2008-01-21,5B002,1,750000,"United Arab Emirates",0
325,2008-01-21,7A103,1,14000,India,0
326,2008-01-21,"End Use",1,84965,India,0
327,2008-01-21,ML5,1,890,India,0
327,2008-01-21,ML10,1,126,India,0
327,2008-01-21,ML11,2,175500,India,0
328,2008-01-21,ML5,1,25000,"Korea, South",0
329,2008-01-21,5A002,1,2160,"Korea, South",0
329,2008-01-21,7B001,1,33100,"Korea, South",0
330,2008-01-21,ML11,1,84459,"Korea, South",0
331,2008-01-21,5A002,1,9202,Malaysia,0
331,2008-01-21,5D002,1,2147,Malaysia,0
331,2008-01-21,5E002,1,0,Malaysia,0
332,2008-01-21,ML1,1,29400,Malaysia,0
333,2008-01-21,ML5,1,350000,Japan,0
333,2008-01-21,ML11,1,13630,Japan,0
334,2008-01-21,3D002,1,2420,Taiwan,0
334,2008-01-21,5A002,1,775000,Taiwan,0
334,2008-01-21,5D002,1,25000,Taiwan,0
334,2008-01-21,6A005,1,22000,Taiwan,0
335,2008-01-21,ML10,1,16883,Taiwan,0
336,2008-01-22,PL8001,1,1150,Canada,0
337,2008-01-22,ML1,1,10000,Afghanistan,0
337,2008-01-22,ML4,1,9900,Afghanistan,0
337,2008-01-22,PL5017,1,0,Afghanistan,0
338,2008-01-22,2B350,2,26312,Qatar,0
339,2008-01-22,ML4,1,251840,Italy,0
340,2008-01-22,ML1,1,9800,Italy,0
341,2008-01-22,1C350,1,5408,Kuwait,0
342,2008-01-22,ML15,1,2389,France,0
343,2008-01-22,ML1,1,3037,France,0
343,2008-01-22,ML10,1,12700,France,0
344,2008-01-22,ML13,1,4920,Georgia,0
345,2008-01-22,ML1,2,1450,Ireland,0
345,2008-01-22,ML8,1,189,Ireland,0
346,2008-01-22,5D002,1,96,Nigeria,0
347,2008-01-22,ML3,1,2075,Bahrain,0
348,2008-01-22,ML11,1,11,Israel,0
349,2008-01-22,1C350,1,,Israel,1
350,2008-01-22,ML1,1,3308,Australia,0
350,2008-01-22,ML6,1,3000000,Australia,0
350,2008-01-22,PL5001,1,2592,Australia,0
351,2008-01-22,"End Use",1,,Iran,1
352,2008-01-22,ML4,1,0,Algeria,0
352,2008-01-22,ML13,1,58644,Algeria,0
353,2008-01-22,6A005,1,22000,Singapore,0
354,2008-01-22,ML6,1,197,Singapore,0
355,2008-01-22,3C003,1,6093,Turkey,0
356,2008-01-22,ML10,1,13207,"United States of America",0
357,2008-01-22,PL8001,1,13480,"United States of America",0
358,2008-01-22,ML1,1,6000,"United States of America",0
358,2008-01-22,ML4,1,7698,"United States of America",0
358,2008-01-22,ML10,1,644500,"United States of America",0
358,2008-01-22,ML11,2,147000,"United States of America",0
358,2008-01-22,ML21,1,104629,"United States of America",0
358,2008-01-22,ML22,2,350,"United States of America",0
358,2008-01-22,PL5017,2,11510,"United States of America",0
359,2008-01-22,5A002,1,3884,Jordan,0
360,2008-01-22,ML1,1,5100,Jordan,0
360,2008-01-22,ML2,1,1500,Jordan,0
361,2008-01-22,2B350,1,1495,China,0
363,2008-01-22,ML3,1,953,Spain,0
363,2008-01-22,ML11,2,161370,Spain,0
364,2008-01-22,ML1,2,74800,Ukraine,0
365,2008-01-22,3A001,1,310000,Netherlands,0
366,2008-01-22,ML3,1,346608,Netherlands,0
367,2008-01-22,ML2,1,35900,Oman,0
368,2008-01-22,5A002,1,1200,Tanzania,0
369,2008-01-22,ML13,1,1140,Indonesia,0
370,2008-01-22,ML13,1,660,"Saudi Arabia",0
371,2008-01-22,ML2,1,1320,Sweden,0
371,2008-01-22,ML10,1,1901,Sweden,0
372,2008-01-22,1C010,1,70760,Thailand,0
373,2008-01-22,ML1,2,6620,"New Zealand",0
374,2008-01-22,2B350,1,1191,"South Africa",0
375,2008-01-22,ML10,2,326,"South Africa",0
376,2008-01-22,6A003,1,12000,Egypt,0
377,2008-01-22,ML5,1,255000,"United Arab Emirates",0
377,2008-01-22,PL5006,1,697,"United Arab Emirates",0
378,2008-01-22,5D002,1,7000,India,0
378,2008-01-22,7A103,1,112000,India,0
379,2008-01-22,ML11,1,362500,India,0
379,2008-01-22,ML22,1,2500,India,0
380,2008-01-22,3B001,1,645161,"Korea, South",0
380,2008-01-22,5A002,1,2025000,"Korea, South",0
380,2008-01-22,5D002,1,25000,"Korea, South",0
381,2008-01-22,ML1,1,1092,"Korea, South",0
381,2008-01-22,ML5,2,46025,"Korea, South",0
