licence_group,date,rating,count,value,country,refused
33152,2011-07-06,ML11,3,423610,"United States of America",0
33152,2011-07-06,ML22,1,50,"United States of America",0
33152,2011-07-06,PL5017,1,200,"United States of America",0
33153,2011-07-06,ML4,1,23480,Slovenia,0
33154,2011-07-06,2B350,1,29650,China,0
33154,2011-07-06,6A003,1,28400,China,0
33154,2011-07-06,6A005,1,168000,China,0
33155,2011-07-06,0A001,1,10000000,Belgium,0
33156,2011-07-06,ML9,1,7913,Germany,0
33156,2011-07-06,ML11,1,33765,Germany,0
33157,2011-07-06,ML10,1,10290,Germany,0
33157,2011-07-06,ML11,1,58050,Germany,0
33159,2011-07-06,ML10,1,1848,Spain,0
33160,2011-07-06,ML1,1,50900,Ukraine,0
33160,2011-07-06,ML3,1,62500,Ukraine,0
33161,2011-07-06,ML10,1,61644,Netherlands,0
33161,2011-07-06,ML11,1,2522,Netherlands,0
33162,2011-07-06,PL5017,1,2876,Netherlands,0
33163,2011-07-06,"End Use",2,1590,Turkey,0
33165,2011-07-06,2B350,3,5277,"Saudi Arabia",0
33166,2011-07-06,ML6,1,12400,Thailand,0
33167,2011-07-06,ML10,1,23491,Switzerland,0
33168,2011-07-06,ML1,1,850,Switzerland,0
33169,2011-07-06,ML1,1,805,"New Zealand",0
33169,2011-07-06,PL5017,1,20,"New Zealand",0
33170,2011-07-06,6A003,1,5000,Russia,0
33171,2011-07-06,ML1,1,477725,Brazil,0
33171,2011-07-06,ML22,1,0,Brazil,0
33171,2011-07-06,PL5017,1,7134,Brazil,0
33173,2011-07-06,ML3,1,40000,Pakistan,0
33174,2011-07-06,ML1,1,1672,Romania,0
33175,2011-07-06,6A002,1,40000,"South Africa",0
33176,2011-07-06,ML11,1,900000,"South Africa",0
33177,2011-07-06,ML10,1,530,"United Arab Emirates",0
33179,2011-07-06,4A003,1,5901,India,0
33179,2011-07-06,5A002,1,17713,India,0
33180,2011-07-06,ML10,3,75899,India,0
33182,2011-07-06,2B006,1,255200,"Korea, South",0
33182,2011-07-06,6A003,1,8500,"Korea, South",0
33183,2011-07-06,PL5017,1,518,"Korea, South",0
33186,2011-07-06,2B350,2,3833,Malaysia,0
33187,2011-07-06,5A002,1,23266,"Hong Kong Special Administrative Region",0
33189,2011-07-07,ML10,1,296,Brazil,0
33190,2011-07-07,ML10,1,2808,Canada,0
33191,2011-07-07,ML18,1,70000,France,0
33192,2011-07-07,6A001,1,31385,Nigeria,0
33193,2011-07-07,5A002,1,310,"Saudi Arabia",0
33194,2011-07-07,0C003,1,50,Singapore,0
33194,2011-07-07,2B352,1,12000,Singapore,0
33195,2011-07-07,5A002,1,176,Iceland,0
33196,2011-07-07,ML4,1,4883,Slovenia,0
33197,2011-07-07,2B350,1,1855,Jordan,0
33198,2011-07-07,1C010,2,7000000,China,0
33198,2011-07-07,5A002,1,700000,China,0
33198,2011-07-07,5D002,1,350000,China,0
33198,2011-07-07,6A003,1,329163,China,0
33199,2011-07-07,ML11,1,55069,Germany,0
33200,2011-07-07,ML10,1,3000,Germany,0
33201,2011-07-07,ML1,1,456300,Oman,0
33201,2011-07-07,ML3,1,105000,Oman,0
33201,2011-07-07,ML10,1,461,Oman,0
33201,2011-07-07,ML11,1,218176,Oman,0
33201,2011-07-07,ML17,1,9292,Oman,0
33201,2011-07-07,ML22,1,558,Oman,0
33202,2011-07-07,2B001,1,53125,Turkey,0
33202,2011-07-07,"End Use",1,283,Turkey,0
33203,2011-07-07,ML5,1,34900,Sweden,0
33204,2011-07-07,ML9,1,3796,Australia,0
33205,2011-07-07,5A002,1,6453850,Pakistan,0
33205,2011-07-07,5D002,1,745,Pakistan,0
33206,2011-07-07,ML4,1,28800,Mexico,0
33206,2011-07-07,ML22,1,1,Mexico,0
33207,2011-07-07,5A002,1,30670,"United Arab Emirates",0
33207,2011-07-07,5D002,1,0,"United Arab Emirates",0
33207,2011-07-07,"End Use",1,7032,"United Arab Emirates",0
33208,2011-07-07,5A002,1,10574,"South Africa",0
33208,2011-07-07,7A003,1,30000,"South Africa",0
33209,2011-07-07,ML1,1,300,"South Africa",0
33210,2011-07-07,1A001,1,12,India,0
33210,2011-07-07,ML10,1,3150,India,0
33211,2011-07-07,"End Use",1,,India,1
33212,2011-07-07,6A003,1,22400,"Korea, South",0
33213,2011-07-07,ML9,1,16200,"Korea, South",0
33214,2011-07-07,ML11,1,180,Malaysia,0
33215,2011-07-07,ML1,1,2710,Paraguay,0
33216,2011-07-07,ML1,1,62000,Taiwan,0
33217,2011-07-07,ML1,1,3000,Cyprus,0
33218,2011-07-08,ML7,1,58800,Canada,0
33218,2011-07-08,ML11,1,8000,Canada,0
33218,2011-07-08,ML18,1,140000,Canada,0
33219,2011-07-08,5A002,1,3458,Turkey,0
33219,2011-07-08,"End Use",1,361,Turkey,0
33220,2011-07-08,ML5,1,3560,Turkey,0
33220,2011-07-08,ML11,1,7837,Turkey,0
33221,2011-07-08,ML1,1,375780,Italy,0
33221,2011-07-08,ML11,1,8000,Italy,0
33221,2011-07-08,ML15,1,54580,Italy,0
33222,2011-07-08,ML9,1,7532,France,0
33223,2011-07-08,ML7,1,8022,France,0
33224,2011-07-08,ML5,2,48900,Israel,0
33225,2011-07-08,1A004,1,462,Australia,0
33225,2011-07-08,ML7,1,2760,Australia,0
33226,2011-07-08,3C003,1,525000,Singapore,0
33227,2011-07-08,ML6,1,8436,Singapore,0
33227,2011-07-08,ML11,1,1558,Singapore,0
33227,2011-07-08,PL5017,1,4875,Singapore,0
33228,2011-07-08,ML1,1,1056,Iceland,0
33229,2011-07-08,ML10,2,1018401,"United States of America",0
33230,2011-07-08,0C001,2,1908,"United States of America",0
33231,2011-07-08,ML1,1,2750,"United States of America",0
33231,2011-07-08,ML4,1,3519,"United States of America",0
33231,2011-07-08,ML21,1,50000,"United States of America",0
33231,2011-07-08,ML22,1,500,"United States of America",0
33232,2011-07-08,1C002,1,125000,China,0
33232,2011-07-08,1C010,1,63302,China,0
33232,2011-07-08,2B350,1,16578,China,0
33232,2011-07-08,3E002,1,6300000,China,0
33232,2011-07-08,5D002,1,1,China,0
33232,2011-07-08,6A005,1,19120,China,0
33232,2011-07-08,6A203,1,44000,China,0
33232,2011-07-08,9B001,1,411710,China,0
33233,2011-07-08,ML1,1,1995,Belgium,0
33233,2011-07-08,ML3,1,125,Belgium,0
33234,2011-07-08,ML9,1,100622,Germany,0
33235,2011-07-08,ML11,1,61800,Germany,0
33236,2011-07-08,ML10,1,17850,Spain,0
33237,2011-07-08,ML11,1,3925,Spain,0
33237,2011-07-08,ML17,1,200,Spain,0
33237,2011-07-08,ML22,1,50,Spain,0
33238,2011-07-08,ML10,1,674,Netherlands,0
33239,2011-07-08,ML10,1,580,Netherlands,0
33241,2011-07-08,ML3,1,220000,Sweden,0
33241,2011-07-08,ML4,1,18660,Sweden,0
33241,2011-07-08,ML10,1,7560,Sweden,0
33242,2011-07-08,2B350,1,2610,Thailand,0
33243,2011-07-08,PL5017,1,2775,"New Zealand",0
33244,2011-07-08,ML11,1,12000,Russia,0
33245,2011-07-08,ML10,1,37200,Pakistan,0
33246,2011-07-08,ML1,1,149,Romania,0
33247,2011-07-08,5A002,1,15000,"South Africa",0
33247,2011-07-08,5D002,1,2000,"South Africa",0
33248,2011-07-08,1C351,1,1136,"United Arab Emirates",0
33248,2011-07-08,2B350,1,713,"United Arab Emirates",0
33249,2011-07-08,ML4,1,55736,"United Arab Emirates",0
33250,2011-07-08,5A002,2,505000,India,0
33251,2011-07-08,ML10,2,376773,India,0
33251,2011-07-08,ML21,1,119520,India,0
33251,2011-07-08,ML22,1,59710,India,0
33252,2011-07-08,5D002,1,200,"Korea, South",0
33252,2011-07-08,6A003,1,21500,"Korea, South",0
33253,2011-07-08,ML5,1,2270578,"Korea, South",0
33253,2011-07-08,ML10,2,417976,"Korea, South",0
33253,2011-07-08,ML11,1,29450,"Korea, South",0
33254,2011-07-08,ML13,1,1838,Greece,0
33255,2011-07-08,1C010,1,3750000,Taiwan,0
33255,2011-07-08,1C210,1,0,Taiwan,0
33255,2011-07-08,5D002,1,7826,Taiwan,0
33255,2011-07-08,6A005,1,140000,Taiwan,0
33256,2011-07-11,ML10,1,661,Italy,0
33257,2011-07-11,ML3,1,25000,Serbia,0
33258,2011-07-11,2B350,1,1168,"Saudi Arabia",0
33259,2011-07-11,ML10,1,6000,"Saudi Arabia",0
33260,2011-07-11,5A002,1,31918,"French Overseas Territory",0
33261,2011-07-11,5A002,1,6958,Singapore,0
33261,2011-07-11,6A003,1,12000,Singapore,0
33262,2011-07-11,ML3,1,64902,Iceland,0
33263,2011-07-11,ML1,1,610,Slovenia,0
33264,2011-07-11,ML7,1,50600,Germany,0
33264,2011-07-11,ML11,1,33600,Germany,0
33264,2011-07-11,PL5017,1,2500,Germany,0
33266,2011-07-11,1C202,1,1842,China,0
33266,2011-07-11,2B350,1,1260,China,0
33266,2011-07-11,6A003,2,22300,China,0
33266,2011-07-11,7A003,1,33557,China,0
33267,2011-07-11,ML22,1,20,China,0
33268,2011-07-11,ML10,1,2838,Spain,0
33269,2011-07-11,ML1,1,45000,Oman,0
33269,2011-07-11,ML10,1,6431,Oman,0
33269,2011-07-11,ML13,1,470000,Oman,0
33270,2011-07-11,ML1,1,60231,Poland,0
33270,2011-07-11,ML22,1,349,Poland,0
33270,2011-07-11,PL5017,1,2486,Poland,0
33271,2011-07-11,ML1,1,8250,Sweden,0
33272,2011-07-11,ML13,1,86725,Switzerland,0
33273,2011-07-11,ML1,1,1580,"New Zealand",0
33274,2011-07-11,1A007,1,6860,Pakistan,0
33275,2011-07-11,PL5017,1,25136,Pakistan,0
33276,2011-07-11,ML1,1,81000,"South Africa",0
33277,2011-07-11,1C202,1,3504,India,0
33277,2011-07-11,5A002,1,8668,India,0
33278,2011-07-11,ML5,1,19228,India,0
33278,2011-07-11,ML10,1,1100,India,0
33279,2011-07-11,1C450,1,300,"Korea, South",0
33280,2011-07-11,ML6,1,112320,"Korea, South",0
33281,2011-07-11,ML9,1,4142,Malaysia,0
33282,2011-07-11,1C117,1,20,Taiwan,0
33282,2011-07-11,1C227,1,38,Taiwan,0
33282,2011-07-11,1C234,1,252,Taiwan,0
33282,2011-07-11,1C240,1,50,Taiwan,0
33284,2011-07-12,ML4,1,5532,Turkey,0
33285,2011-07-12,ML10,1,30000,Italy,0
33286,2011-07-12,ML1,2,372780,Italy,0
33286,2011-07-12,ML11,1,14000,Italy,0
33286,2011-07-12,ML15,1,54580,Italy,0
33287,2011-07-12,5A002,1,4750,Singapore,0
33288,2011-07-12,8A002,1,1990,Egypt,0
33289,2011-07-12,ML1,1,1110,"United States of America",0
33290,2011-07-12,2B352,1,635,"South Africa",0
33290,2011-07-12,6A003,1,5000,"South Africa",0
33291,2011-07-12,ML15,1,205000,"South Africa",0
33292,2011-07-12,5A002,1,13315,India,0
33293,2011-07-12,ML4,1,200000,India,0
33293,2011-07-12,ML10,1,3178,India,0
33293,2011-07-12,ML22,1,3700000,India,0
33294,2011-07-12,ML22,1,20000,France,0
33295,2011-07-12,2B006,1,11240,China,0
33295,2011-07-12,2B350,1,284,China,0
33295,2011-07-12,3C001,1,40000,China,0
33295,2011-07-12,7A003,1,16800,China,0
33296,2011-07-12,0C002,1,615000,Belgium,0
33297,2011-07-12,3B001,1,4294,Taiwan,0
33297,2011-07-12,3C003,1,202500,Taiwan,0
33298,2011-07-12,ML7,1,50600,Taiwan,0
33298,2011-07-12,ML11,1,33600,Taiwan,0
33298,2011-07-12,PL5017,1,2500,Taiwan,0
33299,2011-07-12,5D002,1,33,Norway,0
33300,2011-07-12,ML11,1,120000,Norway,0
33301,2011-07-12,3A002,1,18615,Russia,0
33302,2011-07-12,ML10,1,175,Spain,0
33303,2011-07-13,ML10,1,5356,Brazil,0
33304,2011-07-13,ML13,1,24000,Afghanistan,0
33305,2011-07-13,ML5,1,21500,Italy,0
33305,2011-07-13,ML10,1,11400,Italy,0
33306,2011-07-13,ML1,1,3200,Italy,0
33309,2011-07-13,ML1,1,2000,Norway,0
33310,2011-07-13,2B350,1,8195,Israel,0
33311,2011-07-13,5A002,1,5473,Australia,0
33312,2011-07-13,ML1,1,210800,Australia,0
33313,2011-07-13,2B352,1,2272,Singapore,0
33314,2011-07-13,ML2,1,33,Singapore,0
33315,2011-07-13,6A001,1,3354,"United States of America",0
33316,2011-07-13,ML1,1,600,"United States of America",0
33317,2011-07-13,6A003,2,48500,China,0
33319,2011-07-13,ML10,1,2526,Oman,0
33320,2011-07-13,ML7,1,17388,Germany,0
33320,2011-07-13,PL5017,1,8734,Germany,0
33324,2011-07-13,ML1,1,2850,Denmark,0
33326,2011-07-13,"End Use",1,192,Turkey,0
33327,2011-07-13,ML6,1,631453,Turkey,0
33328,2011-07-13,2B350,1,13417,"Saudi Arabia",0
33328,2011-07-13,5D002,1,42080,"Saudi Arabia",0
33332,2011-07-13,1C010,1,648143,Thailand,0
33333,2011-07-13,ML6,1,14426,Switzerland,0
33334,2011-07-13,ML5,1,2004,Switzerland,0
33335,2011-07-13,ML1,1,210800,"New Zealand",0
33338,2011-07-13,ML1,1,900,Cyprus,0
33339,2011-07-13,ML5,1,7544,India,0
33339,2011-07-13,ML9,1,24087,India,0
33339,2011-07-13,ML14,1,8543,India,0
33339,2011-07-13,ML22,1,10000,India,0
33340,2011-07-13,6A003,1,6500,"Korea, South",0
33341,2011-07-13,ML10,1,70515,"Korea, South",0
33342,2011-07-13,ML13,1,59000,Surinam,0
33343,2011-07-13,ML1,1,70000,Djibouti,0
33343,2011-07-13,ML3,1,7500,Djibouti,0
33343,2011-07-13,PL5017,1,0,Djibouti,0
33344,2011-07-13,PL8001,1,17259,Fiji,0
33345,2011-07-14,7A103,1,27240,Brazil,0
33346,2011-07-14,ML10,1,1528,Turkey,0
33347,2011-07-14,2B001,1,119000,Turkey,0
33347,2011-07-14,5A002,1,15221,Turkey,0
33347,2011-07-14,"End Use",1,18939,Turkey,0
33348,2011-07-14,ML6,2,124772,Turkey,0
33349,2011-07-14,ML10,1,1271,Italy,0
33350,2011-07-14,ML1,1,650,Italy,0
33350,2011-07-14,ML10,1,1277289,Italy,0
33351,2011-07-14,ML4,1,3000,"Czech Republic",0
33352,2011-07-14,ML10,2,1087,"United States of America",0
33353,2011-07-14,2B352,1,2,Nigeria,0
33354,2011-07-14,ML3,1,6600,Brunei,0
33355,2011-07-14,5A002,1,5474,Australia,0
33356,2011-07-14,8E001,1,10000,Singapore,0
33356,2011-07-14,8E002,1,0,Singapore,0
33356,2011-07-14,9A003,1,60000,Singapore,0
33356,2011-07-14,9D001,1,10000,Singapore,0
33356,2011-07-14,9D002,1,0,Singapore,0
33356,2011-07-14,9E002,1,10000,Singapore,0
33356,2011-07-14,9E003,1,0,Singapore,0
33357,2011-07-14,ML6,1,15353,Singapore,0
33358,2011-07-14,ML1,1,1480,"Channel Islands",0
33359,2011-07-14,5A002,1,107,China,0
33359,2011-07-14,6A003,2,17000,China,0
33359,2011-07-14,6A203,1,21960,China,0
33359,2011-07-14,7A003,1,44000,China,0
33360,2011-07-14,ML1,2,147600,Germany,0
33360,2011-07-14,ML21,1,1000000,Germany,0
33360,2011-07-14,ML22,1,0,Germany,0
33361,2011-07-14,ML1,1,12700,Spain,0
33362,2011-07-14,ML10,2,11036,Oman,0
33363,2011-07-14,ML6,1,38605,Tanzania,0
33364,2011-07-14,5A002,1,537,Indonesia,0
33366,2011-07-14,ML4,1,3600,Sweden,0
33367,2011-07-14,1A006,1,62923,Thailand,0
33367,2011-07-14,ML1,1,2596,Thailand,0
33368,2011-07-14,1A006,2,1444,Thailand,0
33369,2011-07-14,ML1,1,900,"New Zealand",0
33370,2011-07-14,5A002,1,8780,Mexico,0
33371,2011-07-14,5A002,1,4682,"South Africa",0
33372,2011-07-14,6A003,1,2871,India,0
33373,2011-07-14,ML5,1,14979,India,0
33373,2011-07-14,ML10,1,4497,India,0
33373,2011-07-14,ML11,1,5857,India,0
33374,2011-07-14,6A003,1,18900,"Korea, South",0
33374,2011-07-14,6A006,1,21495,"Korea, South",0
33375,2011-07-14,ML5,1,1504,"Korea, South",0
33376,2011-07-14,1E001,1,1000,"Hong Kong Special Administrative Region",0
33376,2011-07-14,1E201,1,0,"Hong Kong Special Administrative Region",0
33376,2011-07-14,2E001,1,0,"Hong Kong Special Administrative Region",0
33376,2011-07-14,2E002,1,0,"Hong Kong Special Administrative Region",0
33376,2011-07-14,2E003,1,0,"Hong Kong Special Administrative Region",0
33376,2011-07-14,5A002,2,8216313,"Hong Kong Special Administrative Region",0
33376,2011-07-14,9E002,1,1000,"Hong Kong Special Administrative Region",0
33376,2011-07-14,9E003,1,0,"Hong Kong Special Administrative Region",0
33377,2011-07-14,ML1,1,450,Kenya,0
33378,2011-07-14,ML5,1,593025,Taiwan,0
33379,2011-07-15,ML1,1,326874,Brazil,0
33379,2011-07-15,ML2,1,0,Brazil,0
33379,2011-07-15,ML22,1,16456,Brazil,0
33379,2011-07-15,PL5017,1,359,Brazil,0
33380,2011-07-15,"End Use",1,258,Turkey,0
33381,2011-07-15,ML1,1,369780,"Czech Republic",0
33381,2011-07-15,ML7,1,7673550,"Czech Republic",0
33381,2011-07-15,ML11,1,14000,"Czech Republic",0
33381,2011-07-15,ML15,1,54580,"Czech Republic",0
33381,2011-07-15,ML21,1,20000,"Czech Republic",0
33381,2011-07-15,ML22,1,2500,"Czech Republic",0
33381,2011-07-15,PL5017,1,20200,"Czech Republic",0
33382,2011-07-15,0C001,1,1340,"United States of America",0
33383,2011-07-15,ML7,1,2640,"United States of America",0
33383,2011-07-15,ML16,1,1135,"United States of America",0
33384,2011-07-15,ML21,1,2400,France,0
33385,2011-07-15,6D002,1,300,Nigeria,0
33386,2011-07-15,ML1,1,744,Norway,0
33386,2011-07-15,ML3,1,14860,Norway,0
33387,2011-07-15,1C351,1,580,Bahrain,0
33388,2011-07-15,2B350,2,4089,"Saudi Arabia",0
33389,2011-07-15,ML10,1,8500,"Saudi Arabia",0
33390,2011-07-15,"End Use",2,,Iran,1
33391,2011-07-15,2B351,1,1326,Singapore,0
33391,2011-07-15,6A003,1,21500,Singapore,0
33392,2011-07-15,ML2,1,223,Singapore,0
33392,2011-07-15,ML6,2,2582,Singapore,0
33393,2011-07-15,7A003,1,18555,Cameroon,0
33394,2011-07-15,ML1,1,2000,"Channel Islands",0
33395,2011-07-15,1C010,1,67500,China,0
33395,2011-07-15,1C231,1,100112,China,0
33395,2011-07-15,6A006,1,2152,China,0
33395,2011-07-15,7A101,1,1700,China,0
33396,2011-07-15,ML7,1,36974,China,0
33396,2011-07-15,ML11,2,124172,China,0
33396,2011-07-15,ML22,1,158,China,0
33396,2011-07-15,PL5017,1,3840,China,0
33397,2011-07-15,ML1,2,8950,Germany,0
33397,2011-07-15,ML3,1,200,Germany,0
33397,2011-07-15,ML10,1,825,Germany,0
33397,2011-07-15,ML16,1,70400,Germany,0
33398,2011-07-15,ML6,1,,Liberia,1
33399,2011-07-15,ML5,1,1000,Netherlands,0
33399,2011-07-15,ML10,1,1212,Netherlands,0
33401,2011-07-15,ML10,2,9446,Oman,0
33403,2011-07-15,ML10,1,112259,Sweden,0
33404,2011-07-15,5A002,1,20632,Gabon,0
33405,2011-07-15,ML1,1,2045,"New Zealand",0
33406,2011-07-15,3C003,1,101582,Russia,0
33407,2011-07-15,"End Use",1,2100,Pakistan,0
33408,2011-07-15,ML4,1,37426,Pakistan,0
33408,2011-07-15,ML22,1,2,Pakistan,0
33409,2011-07-15,5D002,1,25000,"United Arab Emirates",0
33410,2011-07-15,2B002,1,400000,India,0
33410,2011-07-15,2D001,1,0,India,0
33410,2011-07-15,5A002,2,13770,India,0
33411,2011-07-15,ML5,1,2932,India,0
33411,2011-07-15,ML10,2,19315,India,0
33411,2011-07-15,ML22,2,20000,India,0
33412,2011-07-15,5A002,1,6663,"Korea, South",0
33412,2011-07-15,6A005,1,140000,"Korea, South",0
33413,2011-07-15,ML5,1,3500,"Korea, South",0
33413,2011-07-15,ML10,1,8650,"Korea, South",0
33413,2011-07-15,ML11,1,24390,"Korea, South",0
33414,2011-07-15,ML10,1,4950,Malaysia,0
33414,2011-07-15,ML11,1,1204,Malaysia,0
33416,2011-07-15,ML1,1,1500,Mozambique,0
33417,2011-07-15,5A002,1,43500,"Hong Kong Special Administrative Region",0
33419,2011-07-15,6A003,1,6500,Taiwan,0
33420,2011-07-15,ML5,1,0,Taiwan,0
33420,2011-07-15,ML8,1,23,Taiwan,0
33421,2011-07-18,8A002,1,1505,Brazil,0
33422,2011-07-18,ML10,1,887,Brazil,0
33423,2011-07-18,ML6,1,85075,Afghanistan,0
33425,2011-07-18,ML5,1,50000,France,0
33425,2011-07-18,ML10,1,3480,France,0
33426,2011-07-18,ML6,1,6320,Slovakia,0
33427,2011-07-18,ML9,1,1000,Nigeria,0
33429,2011-07-18,5A002,1,16895,Bahrain,0
33429,2011-07-18,5D002,1,1,Bahrain,0
33431,2011-07-18,ML10,1,752,"Saudi Arabia",0
33433,2011-07-18,5A002,1,22725,Algeria,0
33434,2011-07-18,1E001,1,1000,Singapore,0
33434,2011-07-18,1E201,1,0,Singapore,0
33434,2011-07-18,2E001,1,0,Singapore,0
33434,2011-07-18,2E002,1,0,Singapore,0
33434,2011-07-18,2E003,1,0,Singapore,0
33434,2011-07-18,9E002,1,1000,Singapore,0
33434,2011-07-18,9E003,1,0,Singapore,0
33435,2011-07-18,ML6,1,235,Singapore,0
33436,2011-07-18,"End Use",1,10086,Turkey,0
33437,2011-07-18,ML6,1,8800,Turkey,0
33437,2011-07-18,ML10,1,355,Turkey,0
33439,2011-07-18,ML10,1,3965,"United States of America",0
33439,2011-07-18,PL5001,1,23750,"United States of America",0
33441,2011-07-18,ML11,1,135758,China,0
33441,2011-07-18,ML21,1,45000,China,0
33441,2011-07-18,ML22,1,4848,China,0
33442,2011-07-18,1C350,1,19,China,0
33442,2011-07-18,3C001,1,1000000,China,0
33442,2011-07-18,3E001,1,0,China,0
33442,2011-07-18,5A002,1,5474,China,0
33445,2011-07-18,ML10,1,5024,Oman,0
33446,2011-07-18,6A001,1,5292,Belgium,0
33447,2011-07-18,PL5001,1,1137,Belgium,0
33448,2011-07-18,ML1,1,248800,Germany,0
33448,2011-07-18,PL5017,1,800,Germany,0
33449,2011-07-18,ML13,1,35000,Iraq,0
33450,2011-07-18,ML10,1,37,Poland,0
33453,2011-07-18,ML1,1,1916,Denmark,0
33454,2011-07-18,2B001,1,610000,Philippines,0
33456,2011-07-18,5A002,1,481,Croatia,0
33457,2011-07-18,ML11,1,75485,Thailand,0
33458,2011-07-18,ML10,1,12680,Switzerland,0
33460,2011-07-18,ML10,1,45055,Pakistan,0
33461,2011-07-18,2B350,1,510,"South Africa",0
33464,2011-07-18,6A003,1,16500,India,0
33465,2011-07-18,ML5,1,310,India,0
33465,2011-07-18,ML10,3,512580,India,0
33465,2011-07-18,ML22,1,3920,India,0
33466,2011-07-18,2B350,1,29503,"Korea, South",0
33466,2011-07-18,6A003,1,18900,"Korea, South",0
33467,2011-07-18,ML11,1,5260,"Korea, South",0
33467,2011-07-18,ML16,1,14960,"Korea, South",0
33469,2011-07-18,ML7,1,144794,Japan,0
33470,2011-07-18,1C234,2,133,Taiwan,0
33470,2011-07-18,6A003,1,105000,Taiwan,0
33470,2011-07-18,8A002,1,220350,Taiwan,0
33471,2011-07-18,ML3,1,300,Tanzania,0
33472,2011-07-19,ML6,1,8486,Turkey,0
33472,2011-07-19,ML10,1,11347,Turkey,0
33472,2011-07-19,ML11,1,600,Turkey,0
33473,2011-07-19,ML10,3,13267,Italy,0
33474,2011-07-19,ML3,1,25000,Serbia,0
33475,2011-07-19,0E001,1,14000000,France,0
33476,2011-07-19,ML1,1,1450000,France,0
33477,2011-07-19,ML13,1,29915,Argentina,0
33478,2011-07-19,ML3,1,45000,Argentina,0
33479,2011-07-19,7A003,1,317496,Nigeria,0
33479,2011-07-19,8A001,1,1411495,Nigeria,0
33479,2011-07-19,8A002,1,185349,Nigeria,0
33480,2011-07-19,ML4,1,30000,Israel,0
33480,2011-07-19,ML5,1,9000,Israel,0
33481,2011-07-19,ML5,1,3720,Israel,0
33481,2011-07-19,ML10,1,456250,Israel,0
33481,2011-07-19,ML18,1,4000,Israel,0
33482,2011-07-19,2B350,1,303,Singapore,0
33482,2011-07-19,5A002,1,5000,Singapore,0
33483,2011-07-19,ML10,2,62411,"United States of America",0
33484,2011-07-19,ML1,1,600,"United States of America",0
33485,2011-07-19,ML6,1,225037,Togo,0
33486,2011-07-19,3C003,1,981250,China,0
33486,2011-07-19,7A003,1,16800,China,0
33487,2011-07-19,ML7,1,30020,China,0
33487,2011-07-19,ML11,1,473,China,0
33487,2011-07-19,ML21,1,13548,China,0
33487,2011-07-19,ML22,1,1169,China,0
33487,2011-07-19,PL5017,1,7695,China,0
33488,2011-07-19,ML8,1,300600,Germany,0
33488,2011-07-19,ML10,1,787,Germany,0
33488,2011-07-19,ML16,1,51558,Germany,0
33489,2011-07-19,ML10,1,156468,Iraq,0
33490,2011-07-19,ML10,1,7524,Spain,0
33491,2011-07-19,ML7,1,6042,Netherlands,0
33492,2011-07-19,ML1,1,213065,Oman,0
33492,2011-07-19,ML3,1,19600,Oman,0
33492,2011-07-19,ML10,1,283,Oman,0
33492,2011-07-19,ML11,1,22400,Oman,0
33492,2011-07-19,ML21,1,40,Oman,0
33493,2011-07-19,2B006,1,5600,Philippines,0
33494,2011-07-19,5D002,1,3000,Indonesia,0
33495,2011-07-19,ML10,2,16844,"Saudi Arabia",0
33497,2011-07-19,5A002,1,691,Morocco,0
33498,2011-07-19,ML10,2,17689,Sweden,0
33499,2011-07-19,5A002,1,481,Croatia,0
33500,2011-07-19,ML10,2,17822,Pakistan,0
33501,2011-07-19,7A003,1,115000,"South Africa",0
33501,2011-07-19,8A002,1,3286,"South Africa",0
33502,2011-07-19,5A002,1,3846,"United Arab Emirates",0
33503,2011-07-19,6A003,1,15000,India,0
33504,2011-07-19,ML9,1,14487,India,0
33504,2011-07-19,ML10,2,65623,India,0
33505,2011-07-19,6A203,1,19900,"Korea, South",0
33506,2011-07-19,ML10,2,97992,"Korea, South",0
33507,2011-07-19,ML11,1,1530,Malaysia,0
33509,2011-07-19,5A002,1,608,"Hong Kong Special Administrative Region",0
33510,2011-07-19,ML6,1,3675,Uganda,0
33511,2011-07-19,1C227,1,24,Taiwan,0
33511,2011-07-19,1C228,1,27,Taiwan,0
33511,2011-07-19,1C229,1,267,Taiwan,0
33514,2011-07-20,5A002,1,3459,Turkey,0
33514,2011-07-20,"End Use",2,2337,Turkey,0
33515,2011-07-20,ML5,1,958,Italy,0
33518,2011-07-20,7A003,1,30380,Serbia,0
33519,2011-07-20,6D003,1,4085,Cambodia,0
33521,2011-07-20,ML6,1,2132,France,0
33522,2011-07-20,ML1,1,23461,Peru,0
33522,2011-07-20,ML22,1,0,Peru,0
33522,2011-07-20,PL5017,1,0,Peru,0
33524,2011-07-20,6A003,1,23000,Israel,0
33526,2011-07-20,IRN,1,,Iran,1
33527,2011-07-20,6A003,1,35000,Algeria,0
33527,2011-07-20,ML1,1,339780,Algeria,0
33527,2011-07-20,ML5,1,38000,Algeria,0
33527,2011-07-20,ML11,1,32000,Algeria,0
33527,2011-07-20,ML15,1,54580,Algeria,0
33529,2011-07-20,ML3,1,620250,Iceland,0
33530,2011-07-20,ML10,1,34078,"United States of America",0
33533,2011-07-20,ML6,1,50000,"United States of America",0
33533,2011-07-20,ML10,2,110901,"United States of America",0
33533,2011-07-20,ML11,1,1720,"United States of America",0
33533,2011-07-20,ML22,1,20,"United States of America",0
33534,2011-07-20,2B350,1,2210,China,0
33534,2011-07-20,3C003,1,128125,China,0
